Medicamento,Especie de destino,Reacciones Adversas
SEVOFLO 100% LIQUIDO PARA INHALACION DEL VAPOR PARA PERROS,Perros,Leucocitosis
SEVOFLO 100% LIQUIDO PARA INHALACION DEL VAPOR PARA PERROS,Gatos,Leucocitosis
"DAXICIN 1,25 mg/ml SUSPENSION INYECTABLE # DEXA 21",Perros,Hiperexcitación
"DAXICIN 1,25 mg/ml SUSPENSION INYECTABLE # DEXA 21",Gatos,Hiperexcitación
LINCOSAN 44 mg/g PREMEZCLA MEDICAMENTOSA # LINCOSAN,Porcino,Irritación anal
LINCOVALL 55 g/kg PREMEZCLA MEDICAMENTOSA,Porcino,Inflamación local
SEDIVET,Caballos,Arritmia
MACROMUTIN 125 mg/ml SOLUCION ORAL PARA AVES Y PORCINO,Pavos,Reacción de hipersensibilidad
MACROMUTIN 125 mg/ml SOLUCION ORAL PARA AVES Y PORCINO,Gallinas,Reacción de hipersensibilidad
MACROMUTIN 125 mg/ml SOLUCION ORAL PARA AVES Y PORCINO,Porcino,Reacción de hipersensibilidad
MARBOCYL 10%,Bovino,Edema en el punto de inyección
MARBOCYL 10%,Porcino,Edema en el punto de inyección
MARBOCYL P 20 mg,Perros,Reacción local
MARBOCYL P 5 mg,Perros,Reacción local
MARBOCYL P 5 mg,Gatos,Reacción local
NOROMECTIN 10 mg/ml SOLUCION INYECTABLE PARA OVINO,Ovino,Inflamación en el punto de inyección
ONSIOR 10 mg COMPRIMIDOS PARA PERROS,Perros,Letargia
MAXIVAC PARVO,Perros,Ninguna
MAYBENSOL 100 mg/ml,Bovino,Ninguna
MAYBENSOL 20 mg/ml,Ovino,Ninguna
MAYBROM POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA,Porcino,Ninguna
MAYDOX SOLUCION INYECTABLE,Bovino,Inflamación en el punto de inyección
MAYDOX SOLUCION INYECTABLE,Porcino,Inflamación en el punto de inyección
MAYLOSINA,Pavos,Ninguna
"METACAM 20 mg/ml SOLUCIÓN INYECTABLE PARA BÓVIDOS, CERDOS Y CABALLOS",Porcino,Reacción anafilactoide
"METACAM 20 mg/ml SOLUCIÓN INYECTABLE PARA BÓVIDOS, CERDOS Y CABALLOS",Bovino,Reacción anafilactoide
"METACAM 20 mg/ml SOLUCIÓN INYECTABLE PARA BÓVIDOS, CERDOS Y CABALLOS",Caballos,Reacción anafilactoide
"METACAM 1,5 mg/ml SUSPENSION ORAL PARA PERROS",Perros,Diarrea sanguinolenta
METEORAL,Ovino,Ninguna
METEORAL,Caprino,Ninguna
METEORAL,Bovino,Ninguna
CZV TUBERCULINA PPD AVIAR,Bovino,Ninguna
CUBOLAC POLICLOSTRIDIAL 7/11,Ovino,Granuloma en el punto de inyección
CUBOLAC POLICLOSTRIDIAL 7/11,Caprino,Granuloma en el punto de inyección
CUBOLAC POLICLOSTRIDIAL 7/11,Bovino,Granuloma en el punto de inyección
MODERIN 4 mg,Perros,Cushing
MODERIN 4 mg,Gatos,Cushing
NEMAZOL 40 mg/g POLVO PARA SOLUCION ORAL,Bovino,Dolor abdominal
NEMAZOL 40 mg/g POLVO PARA SOLUCION ORAL,Ovino,Dolor abdominal
NEMAZOL 40 mg/g POLVO PARA SOLUCION ORAL,Porcino,Dolor abdominal
NEMAZOL 75 mg/ml SOLUCION INYECTABLE,Bovino,Reacción en el punto de inyección
NEMAZOL 75 mg/ml SOLUCION INYECTABLE,Porcino,Reacción en el punto de inyección
NEMAZOL 75 mg/ml SOLUCION INYECTABLE,Ovino,Reacción en el punto de inyección
NEMICINA POLVO PARA SOLUCION ORAL 185000 U.I./g,Pavos,Alteración de la microbiota intestinal
NEMICINA POLVO PARA SOLUCION ORAL 185000 U.I./g,Perros,Alteración de la microbiota intestinal
NEMICINA POLVO PARA SOLUCION ORAL 185000 U.I./g,Porcino,Alteración de la microbiota intestinal
NEMUTIN 100 mg/g PREMIX,Porcino,Reacción de hipersensibilidad
ONSIOR 20 mg COMPRIMIDOS PARA PERROS,Perros,Letargia
ONSIOR 40 mg COMPRIMIDOS PARA PERROS,Perros,Letargia
TRIMITOS 500 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA,Porcino,Diarrea
TRIMITOS 500 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA,Gallinas,Diarrea
TRIMITOS 500 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA,Pavos,Diarrea
NIGLUMINE,Bovino,Hemorragia local
NIGLUMINE,Porcino,Hemorragia local
ORAMEC,Ovino,Ninguna
ORAMEC,Caprino,Ninguna
TILOCEN 1 MUI/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA O EN LECHE # ORATIL 1 MUI/g,Porcino,PETEQUIA EN MUCOSA
TILOCEN 1 MUI/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA O EN LECHE # ORATIL 1 MUI/g,Pavos,PETEQUIA EN MUCOSA
TILOCEN 1 MUI/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA O EN LECHE # ORATIL 1 MUI/g,Gallinas,PETEQUIA EN MUCOSA
DIACOL ANTIDIARREICO,Pavos,Alteración de la microbiota intestinal
DIACOL ANTIDIARREICO,Perros,Alteración de la microbiota intestinal
DIACOL ANTIDIARREICO,Porcino,Alteración de la microbiota intestinal
DECCOX 60 mg/g PREMEZCLA MEDICAMENTOSA PARA OVINO Y BOVINO,Ovino,Ninguna
DECCOX 60 mg/g PREMEZCLA MEDICAMENTOSA PARA OVINO Y BOVINO,Bovino,Ninguna
OXISAN,Porcino,Ninguna
OXITETRACICLINA 100 mg/g MAYMO PREMEZCLA MEDICAMENTOSA,Porcino,Ninguna
OXITETRACICLINA 100 mg/g MAYMO PREMEZCLA MEDICAMENTOSA,Pavos,Ninguna
OXITETRACICLINA 100 mg/g MAYMO PREMEZCLA MEDICAMENTOSA,Caprino,Ninguna
OXITETRACICLINA 100 mg/g MAYMO PREMEZCLA MEDICAMENTOSA,Bovino,Ninguna
OXITETRACICLINA 100 mg/g MAYMO PREMEZCLA MEDICAMENTOSA,Ovino,Ninguna
RONAXAN 100 mg COMPRIMIDOS # RONAXAN COMPRIMIDOS 100,Perros,ESOFAGITIS
RONAXAN 100 mg COMPRIMIDOS # RONAXAN COMPRIMIDOS 100,Gatos,ESOFAGITIS
PANTOYET 200 mg/ml SOLUCIÓN INYECTABLE # PANTOYET,Bovino,Inflamación en el punto de inyección
PANTOYET 200 mg/ml SOLUCIÓN INYECTABLE # PANTOYET,Porcino,Inflamación en el punto de inyección
PANTOYET 200 mg/ml SOLUCIÓN INYECTABLE # PANTOYET,Ovino,Inflamación en el punto de inyección
"PANVERMIN ORAL 150 mg/g polvo para solucion oral para bovino, ovino, porcino y aves",Bovino,Dolor abdominal
"PANVERMIN ORAL 150 mg/g polvo para solucion oral para bovino, ovino, porcino y aves",Ovino,Dolor abdominal
"PANVERMIN ORAL 150 mg/g polvo para solucion oral para bovino, ovino, porcino y aves",Porcino,Dolor abdominal
PASMOPINA 20 mg/ml # PASMOPINA,Bovino,Ninguna
PASMOPINA 20 mg/ml # PASMOPINA,Porcino,Ninguna
PASMOPINA 20 mg/ml # PASMOPINA,Ovino,Ninguna
INSECTIVEX,Bovino,Ninguna
RB-51 CZV,Bovino,Granuloma en el punto de inyección
PENIVET 200 mg/ml + 200 mg/ml SUSPENSION INYECTABLE,Ovino,Reacción en el punto de inyección
PENIVET 200 mg/ml + 200 mg/ml SUSPENSION INYECTABLE,Porcino,Reacción en el punto de inyección
PENIVET 200 mg/ml + 200 mg/ml SUSPENSION INYECTABLE,Bovino,Reacción en el punto de inyección
PRILBEN VET 5 mg COMPRIMIDO RECUBIERTO CON PELICULA PARA PERROS Y GATOS,Gatos,Diarrea
PRILBEN VET 5 mg COMPRIMIDO RECUBIERTO CON PELICULA PARA PERROS Y GATOS,Perros,Diarrea
ONSIOR 20 mg/ml SOLUCION INYECTABLE PARA GATOS Y PERROS,Perros,Emesis
ONSIOR 20 mg/ml SOLUCION INYECTABLE PARA GATOS Y PERROS,Gatos,Emesis
PROGRAM 70 mg/g SUSPENSION ORAL,Gatos,Ninguna
PROLCEN,Pavos,Ninguna
ILOVETMR 200 mg/ml # ILOVETMR 20%,Porcino,Inflamación en el punto de inyección
ILOVETMR 200 mg/ml # ILOVETMR 20%,Bovino,Inflamación en el punto de inyección
ILOVETMR 200 mg/ml # ILOVETMR 20%,Ovino,Inflamación en el punto de inyección
PROPOFOL LIPURO 10 mg/ml EMULSION INYECTABLE BRAUN USO VETERINARIO,Perros,Dolor en el punto de inyección
PULMOTIL G 200 mg/g PREMEZCLA MEDICAMENTOSA # PULMOTIL G 200,Porcino,Ninguna
PULMOTIL AC,Porcino,Ninguna
PULMOTIL AC,Pavos,Ninguna
SOLDOXIN 100 MG/ML SOLUCION ORAL PARA ADMINISTRACION EN AGUA DE BEBIDA PARA POLLOS Y CERDOS # SOLDOXIN,Porcino,Alergia
ECOMECTIN 10 mg/ml SOLUCION INYECTABLE,Bovino,Inflamación en el punto de inyección
ECOMECTIN 10 mg/ml SOLUCION INYECTABLE,Porcino,Inflamación en el punto de inyección
ECOMECTIN 10 mg/ml SOLUCION INYECTABLE,Ovino,Inflamación en el punto de inyección
QUENTAN POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA # QUENTAN POLVO ORAL PARA ADMINISTRACION EN AGUA DE BEBIDA,Bovino,Ninguna
QUENTAN POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA # QUENTAN POLVO ORAL PARA ADMINISTRACION EN AGUA DE BEBIDA,Porcino,Ninguna
QUENTAN 3 mg/ml SOLUCION INYECTABLE # QUENTAN SOLUCION INYECTABLE,Bovino,Ninguna
QUENTAN 3 mg/ml SOLUCION INYECTABLE # QUENTAN SOLUCION INYECTABLE,Porcino,Ninguna
QUENTAN 3 mg/ml SOLUCION INYECTABLE # QUENTAN SOLUCION INYECTABLE,Gatos,Ninguna
QUENTAN 3 mg/ml SOLUCION INYECTABLE # QUENTAN SOLUCION INYECTABLE,Perros,Ninguna
"STEROVET SOLUCION PARA PERFUSION PARA BOVINO, EQUINO, OVINO, CAPRINO, PERROS Y GATOS # STEROVET",Bovino,Ninguna
"STEROVET SOLUCION PARA PERFUSION PARA BOVINO, EQUINO, OVINO, CAPRINO, PERROS Y GATOS # STEROVET",Caprino,Ninguna
"STEROVET SOLUCION PARA PERFUSION PARA BOVINO, EQUINO, OVINO, CAPRINO, PERROS Y GATOS # STEROVET",Perros,Ninguna
"STEROVET SOLUCION PARA PERFUSION PARA BOVINO, EQUINO, OVINO, CAPRINO, PERROS Y GATOS # STEROVET",Ovino,Ninguna
"STEROVET SOLUCION PARA PERFUSION PARA BOVINO, EQUINO, OVINO, CAPRINO, PERROS Y GATOS # STEROVET",Gatos,Ninguna
RIMADYL SOLUCION INYECTABLE PARA BOVINO 50 mg/ml,Bovino,Ninguna
RIMADYL SOLUCION INYECTABLE PARA PERROS Y GATOS 50 mg/ml,Gatos,Dolor en el punto de inyección
RIMADYL SOLUCION INYECTABLE PARA PERROS Y GATOS 50 mg/ml,Perros,Dolor en el punto de inyección
PANACUR 100 mg/ml SUSPENSION ORAL # PANACUR 10,Ovino,Diarrea
PANACUR 100 mg/ml SUSPENSION ORAL # PANACUR 10,Caprino,Diarrea
PANACUR 100 mg/ml SUSPENSION ORAL # PANACUR 10,Bovino,Diarrea
ROMPUN,Bovino,Arritmia
ROMPUN,Gatos,Arritmia
ROMPUN,Perros,Arritmia
GANAMIX CLORTETRACICLINA 15% PREMEZCLA,Porcino,Alteración de la microbiota intestinal
GANAMIX CLORTETRACICLINA 15% PREMEZCLA,Ovino,Alteración de la microbiota intestinal
GANAMIX CLORTETRACICLINA 15% PREMEZCLA,Caprino,Alteración de la microbiota intestinal
"SELEVIT COMPLEX 25 mg/ml + 0,25 mg/ml EMULSIÓN INYECTABLE # SELEVIT COMPLEX EMULSIÓN INYECTABLE",Ovino,Inflamación en el punto de inyección
"SELEVIT COMPLEX 25 mg/ml + 0,25 mg/ml EMULSIÓN INYECTABLE # SELEVIT COMPLEX EMULSIÓN INYECTABLE",Porcino,Inflamación en el punto de inyección
"SELEVIT COMPLEX 25 mg/ml + 0,25 mg/ml EMULSIÓN INYECTABLE # SELEVIT COMPLEX EMULSIÓN INYECTABLE",Caprino,Inflamación en el punto de inyección
STRESNIL 40 mg/ml SOLUCION INYECTABLE PARA PORCINO # STRESNIL,Porcino,Hipotensión
SPIR POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA,Porcino,Diarrea
SPIR POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA,Pavos,Diarrea
STOMORGYL 10 kg COMPRIMIDOS RECUBIERTOS # STOMORGYL 10 KGS,Perros,Diarrea
STOMORGYL 10 kg COMPRIMIDOS RECUBIERTOS # STOMORGYL 10 KGS,Gatos,Diarrea
STOMORGYL 2 kg COMPRIMIDOS RECUBIERTOS # STOMORGYL 2 KGS,Gatos,Diarrea
STOMORGYL 2 kg COMPRIMIDOS RECUBIERTOS # STOMORGYL 2 KGS,Perros,Diarrea
"STRONGHOLD 15 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS Y PERROS MENOR 2,5 kg",Perros,Convulsiones
"STRONGHOLD 15 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS Y PERROS MENOR 2,5 kg",Gatos,Convulsiones
SUACRON,Porcino,Ninguna
TIRSANICOL 250 mg/ml SOLUCION INYECTABLE,Bovino,Dolor en el punto de inyección
TIRSANICOL 250 mg/ml SOLUCION INYECTABLE,Caprino,Dolor en el punto de inyección
TIRSANICOL 250 mg/ml SOLUCION INYECTABLE,Porcino,Dolor en el punto de inyección
SUPER'S SPRAY CLORTETRACICLINA,Porcino,Ninguna
SUPER'S SPRAY CLORTETRACICLINA,Perros,Ninguna
SUPER'S SPRAY CLORTETRACICLINA,Ovino,Ninguna
SUPER'S SPRAY CLORTETRACICLINA,Gatos,Ninguna
SUPER'S SPRAY CLORTETRACICLINA,Bovino,Ninguna
SUPER'S SPRAY CLORTETRACICLINA,Caprino,Ninguna
DOXICICLINA CALIER 500 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA PARA POLLOS PAVOS Y PORCINO # DOXICICLINA CALIER 500 mg/g POLVO ORAL PARA ADMINISTRACION EN AGUA DE BEBIDA PARA AVES Y PORCINO,Pavos,Alergia
DOXICICLINA CALIER 500 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA PARA POLLOS PAVOS Y PORCINO # DOXICICLINA CALIER 500 mg/g POLVO ORAL PARA ADMINISTRACION EN AGUA DE BEBIDA PARA AVES Y PORCINO,Gallinas,Alergia
SYNULOX 50 MG COMPRIMIDOS APETITOSOS PARA PERROS Y GATOS # SYNULOX 50 COMPRIMIDOS APETITOSOS,Gatos,Dermatitis local
SYNULOX 50 MG COMPRIMIDOS APETITOSOS PARA PERROS Y GATOS # SYNULOX 50 COMPRIMIDOS APETITOSOS,Perros,Dermatitis local
SYNULOX,Perros,Reacción local
SYNULOX,Porcino,Reacción local
SYNULOX,Gatos,Reacción local
SYNULOX,Bovino,Reacción local
LEUCOFELIGEN FELV/RCP LIOFILIZADO Y DISOLVENTE PARA SOLUCION INYECTABLE PARA GATOS,Gatos,Reacción local
SYVAQUINOL 100 mg/ml SOLUCION INYECTABLE # SYVAQUINOL-100 INYECTABLE,Bovino,Shock circulatorio
SYVAQUINOL 100 mg/ml SOLUCION INYECTABLE # SYVAQUINOL-100 INYECTABLE,Porcino,Shock circulatorio
BANACEP VET 5 mg COMPRIMIDO RECUBIERTO CON PELICULA PARA PERROS Y GATOS # BANACEP VET 5 mg COMPRIMIDO RECUBIERTO CON PELICULA PARA PERROS,Gatos,Diarrea
BANACEP VET 5 mg COMPRIMIDO RECUBIERTO CON PELICULA PARA PERROS Y GATOS # BANACEP VET 5 mg COMPRIMIDO RECUBIERTO CON PELICULA PARA PERROS,Perros,Diarrea
CIPERMETRIVEN POUR-ON,Ovino,Ninguna
CIPERMETRIVEN POUR-ON,Bovino,Ninguna
CIPERMETRIVEN POUR-ON,Caprino,Ninguna
TELCEN,Ovino,Inflamación en el punto de inyección
TELCEN,Bovino,Inflamación en el punto de inyección
TELMIN UNIDIA SUSPENSION ORAL # TELMIN UNIDIA PERROS Y GATOS SUSPENSION ORAL,Perros,Diarrea
TELMIN UNIDIA SUSPENSION ORAL # TELMIN UNIDIA PERROS Y GATOS SUSPENSION ORAL,Gatos,Diarrea
TELMIN UNIDIA RAZAS PEQUEÑAS PERROS Y GATOS COMPRIMIDOS,Gatos,Diarrea
TELMIN UNIDIA RAZAS PEQUEÑAS PERROS Y GATOS COMPRIMIDOS,Perros,Diarrea
CENVIMOX 500,Porcino,Diarrea
TORPHASOL 4 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,Gatos,Fallo cardiorrespiratorio
TORPHASOL 4 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,Perros,Fallo cardiorrespiratorio
TERRAMICINA SPRAY,Caprino,Ninguna
TERRAMICINA SPRAY,Perros,Ninguna
TERRAMICINA SPRAY,Porcino,Ninguna
TERRAMICINA SPRAY,Gatos,Ninguna
TERRAMICINA SPRAY,Ovino,Ninguna
TERRAMICINA SPRAY,Bovino,Ninguna
POTENMIX TETRA,Porcino,Alteración de la microbiota intestinal
POTENMIX TETRA,Ovino,Alteración de la microbiota intestinal
POTENMIX TETRA,Caprino,Alteración de la microbiota intestinal
TETRAMICEN,Porcino,Reacción local
TETRAMICEN,Ovino,Reacción local
TETRAMICEN,Bovino,Reacción local
TILOMAY # TILOSINA SOLUBLE CAG,Pavos,Ninguna
"TIOBARBITAL 0,5 g BRAUN USO VETERINARIO",Gatos,Hipotensión
"TIOBARBITAL 0,5 g BRAUN USO VETERINARIO",Perros,Hipotensión
KARIMULINA 125 mg/ml SOLUCION PARA ADMINISTRACION EN AGUA DE BEBIDA # KARIMULINA 125 mg/ml SOLUCION ORAL,Porcino,Eritema
TIOBARBITAL 1 g BRAUN USO VETERINARIO,Gatos,Hiperexcitación
TIOBARBITAL 1 g BRAUN USO VETERINARIO,Perros,Hiperexcitación
TOLFEDINE 6 mg,Perros,Diarrea
TOLFEDINE 6 mg,Gatos,Diarrea
TOLFEDINE CS,Bovino,Ninguna
TOLFEDINE CS,Porcino,Ninguna
OCUREV LIOFILIZADO Y DISOLVENTE PARA SUSPENSION ORAL # OCUREV,Ovino,Ninguna
OCUREV LIOFILIZADO Y DISOLVENTE PARA SUSPENSION ORAL # OCUREV,Caprino,Ninguna
TORUL LAMONS 550 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA,Porcino,Diarrea
TRIMACROL GAN,Porcino,Inflamación en el punto de inyección
TRIMACROL GAN,Ovino,Inflamación en el punto de inyección
TRIMACROL GAN,Bovino,Inflamación en el punto de inyección
TRIMACROL GAN,Caprino,Inflamación en el punto de inyección
ULTRADIAZINE,Bovino,Inflamación en el punto de inyección
ULTRADIAZINE,Ovino,Inflamación en el punto de inyección
ULTRADIAZINE,Caprino,Inflamación en el punto de inyección
LEUCOGEN SUSPENSIÓN INYECTABLE PARA GATOS,Gatos,Reacción local
HIDROTIL 929.000 UI/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA O EN LECHE # HIDROTIL 1000 mg/g,Porcino,Edema local
HIDROTIL 929.000 UI/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA O EN LECHE # HIDROTIL 1000 mg/g,Pavos,Edema local
VANGUARD CPV,Perros,Edema local
VANGUARD DA2Pi+L liofilizado y disolvente para suspension inyectable para perros # VANGUARD DA2Pi+L,Perros,Inflamación en el punto de inyección
VECTIMAX 10 mg/ml SOLUCION INYECTABLE,Ovino,Inflamación local
VECTIMAX 10 mg/ml SOLUCION INYECTABLE,Porcino,Inflamación local
VECTIMAX 10 mg/ml SOLUCION INYECTABLE,Bovino,Inflamación local
VERMIVET SOLUCION ORAL,Porcino,Dolor abdominal
VERMIVET SOLUCION ORAL,Bovino,Dolor abdominal
VERMIVET SOLUCION ORAL,Ovino,Dolor abdominal
LIVERFINE 100 mg/ml SOLUCION INYECTABLE,Porcino,Ninguna
LIVERFINE 100 mg/ml SOLUCION INYECTABLE,Bovino,Ninguna
LIVERFINE 100 mg/ml SOLUCION INYECTABLE,Caballos,Ninguna
LIVERFINE 100 mg/ml SOLUCION INYECTABLE,Perros,Ninguna
LIVERFINE 100 mg/ml SOLUCION INYECTABLE,Caprino,Ninguna
DFV DOXIVET INYECTABLE,Bovino,Inflamación en el punto de inyección
DFV DOXIVET INYECTABLE,Porcino,Inflamación en el punto de inyección
OXIPOL,Porcino,Ninguna
VETRIMOXIN POLVO,Porcino,Shock anafiláctico
TENALINA L.A.,Bovino,Dolor en el punto de administración
TENALINA L.A.,Porcino,Dolor en el punto de administración
TENALINA L.A.,Ovino,Dolor en el punto de administración
ADVOCATE 40 mg + 4 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS PEQUEÑOS Y HURONES,Gatos,Hipersalivación
OXITEVE PREMEZCLA MEDICAMENTOSA,Porcino,Ninguna
XILAGESIC 20 mg/ml SOLUCION INYECTABLE # XILAGESIC 2%,Bovino,Arritmia
XILAGESIC 20 mg/ml SOLUCION INYECTABLE # XILAGESIC 2%,Gatos,Arritmia
XILAGESIC 20 mg/ml SOLUCION INYECTABLE # XILAGESIC 2%,Perros,Arritmia
XILAGESIC 200 mg/ml SOLUCION INYECTABLE # XILAGESIC 20%,Bovino,Arritmia
XILAGESIC 200 mg/ml SOLUCION INYECTABLE # XILAGESIC 20%,Gatos,Arritmia
XILAGESIC 200 mg/ml SOLUCION INYECTABLE # XILAGESIC 20%,Perros,Arritmia
ZIPYRAN,Perros,Diarrea
ZIPYRAN,Gatos,Diarrea
ZODALBEN SUSPENSION ORAL,Bovino,Ninguna
ZODALBEN SUSPENSION ORAL,Ovino,Ninguna
ZOOBIOTIC 150 mg/ml SUSPENSION INYECTABLE # ZOOBIOTIC 15% SUSPENSION INYECTABLE,Bovino,Reacción en el punto de inyección
ZOOBIOTIC 150 mg/ml SUSPENSION INYECTABLE # ZOOBIOTIC 15% SUSPENSION INYECTABLE,Ovino,Reacción en el punto de inyección
ZOOBIOTIC 150 mg/ml SUSPENSION INYECTABLE # ZOOBIOTIC 15% SUSPENSION INYECTABLE,Gatos,Reacción en el punto de inyección
ZOOBIOTIC 150 mg/ml SUSPENSION INYECTABLE # ZOOBIOTIC 15% SUSPENSION INYECTABLE,Porcino,Reacción en el punto de inyección
ZOOBIOTIC 150 mg/ml SUSPENSION INYECTABLE # ZOOBIOTIC 15% SUSPENSION INYECTABLE,Perros,Reacción en el punto de inyección
STARTVAC EMULSION INYECTABLE PARA BOVINO,Bovino,Inflamación en el punto de inyección
CLORAMIVET SPRAY,Gatos,Reacción local
CLORAMIVET SPRAY,Perros,Reacción local
REPROCINE,Porcino,Ninguna
REPROCINE,Bovino,Ninguna
SEDAXYLAN,Perros,Arritmia
SEDAXYLAN,Gatos,Arritmia
SEDAXYLAN,Bovino,Arritmia
HYMATIL 300 mg/ml SOLUCION INYECTABLE PARA BOVINO Y OVINO # HYMATIL 300 mg/ml SOLUCION INYECTABLE PARA BOVINO,Bovino,Inflamación en el punto de inyección
HYMATIL 300 mg/ml SOLUCION INYECTABLE PARA BOVINO Y OVINO # HYMATIL 300 mg/ml SOLUCION INYECTABLE PARA BOVINO,Ovino,Inflamación en el punto de inyección
MENBUTIL 100 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO CABALLOS OVINO Y CAPRINO # MENBUTIL 100 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO EQUINO OVINO Y CAPRINO,Bovino,Hemorragia en el punto de inyección
MENBUTIL 100 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO CABALLOS OVINO Y CAPRINO # MENBUTIL 100 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO EQUINO OVINO Y CAPRINO,Ovino,Hemorragia en el punto de inyección
MENBUTIL 100 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO CABALLOS OVINO Y CAPRINO # MENBUTIL 100 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO EQUINO OVINO Y CAPRINO,Caprino,Hemorragia en el punto de inyección
MENBUTIL 100 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO CABALLOS OVINO Y CAPRINO # MENBUTIL 100 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO EQUINO OVINO Y CAPRINO,Porcino,Hemorragia en el punto de inyección
PROCAPEN 300 mg/ml SUSPENSION INYECTABLE PARA BOVINO PORCINO Y CABALLOS # PROCAPEN 300 mg/ml SUSPENSION INYECTABLE PARA BOVINO PORCINO Y EQUINO,Bovino,Alergia
PROCAPEN 300 mg/ml SUSPENSION INYECTABLE PARA BOVINO PORCINO Y CABALLOS # PROCAPEN 300 mg/ml SUSPENSION INYECTABLE PARA BOVINO PORCINO Y EQUINO,Caballos,Alergia
PROCAPEN 300 mg/ml SUSPENSION INYECTABLE PARA BOVINO PORCINO Y CABALLOS # PROCAPEN 300 mg/ml SUSPENSION INYECTABLE PARA BOVINO PORCINO Y EQUINO,Porcino,Alergia
IVERMIX 6 mg/g PREMEZCLA MEDICAMENTOSA PARA CERDOS,Porcino,Ninguna
SEDIN 1 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,Perros,Dolor en el punto de inyección
SEDIN 1 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,Gatos,Dolor en el punto de inyección
TILMIPRIL 300 mg/ml SOLUCION INYECTABLE PARA BOVINO Y OVINO # TILMIPRIL 300 mg/ml SOLUCION INYECTABLE PARA BOVINOS,Ovino,Inflamación en el punto de inyección
TILMIPRIL 300 mg/ml SOLUCION INYECTABLE PARA BOVINO Y OVINO # TILMIPRIL 300 mg/ml SOLUCION INYECTABLE PARA BOVINOS,Bovino,Inflamación en el punto de inyección
TILMISONE 300 mg/ml SOLUCION INYECTABLE PARA BOVINO Y OVINO # TILMISONE 300 mg/ml SOLUCION INYECTABLE PARA BOVINOS,Ovino,Inflamación en el punto de inyección
TILMISONE 300 mg/ml SOLUCION INYECTABLE PARA BOVINO Y OVINO # TILMISONE 300 mg/ml SOLUCION INYECTABLE PARA BOVINOS,Bovino,Inflamación en el punto de inyección
TENICOL 25 mg/ml SUSPENSION PARA PULVERIZACION CUTANEA PARA BOVINO OVINO Y PORCINO,Bovino,Ninguna
TENICOL 25 mg/ml SUSPENSION PARA PULVERIZACION CUTANEA PARA BOVINO OVINO Y PORCINO,Porcino,Ninguna
TENICOL 25 mg/ml SUSPENSION PARA PULVERIZACION CUTANEA PARA BOVINO OVINO Y PORCINO,Ovino,Ninguna
BENAKOR 5 mg COMPRIMIDOS PARA PERROS,Perros,Emesis
BENAKOR 20 mg COMPRIMIDOS PARA PERROS,Perros,Emesis
NELIO 5 mg COMPRIMIDO PARA PERROS,Perros,Emesis
NELIO 20 mg COMPRIMIDO PARA PERROS,Perros,Emesis
CYCLO SPRAY,Bovino,Ninguna
CYCLO SPRAY,Ovino,Ninguna
CYCLO SPRAY,Porcino,Ninguna
AMOXICILINA 500 mg/g S.P. VETERINARIA # AMOXICILINA 50% S.P. VETERINARIA,Porcino,Diarrea
RHEMOX 500 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA,Porcino,Diarrea
"DEXINVET 1,9 mg/ml # DEXINVET",Gatos,PANLEUCOPENIA
"DEXINVET 1,9 mg/ml # DEXINVET",Caballos,PANLEUCOPENIA
"DEXINVET 1,9 mg/ml # DEXINVET",Perros,PANLEUCOPENIA
